School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,School_type,Color
90,98,98,52,74,2,2
94,97,93,68,32,1,2
91,92,92,59,42,1,2
92,96,97,41,93,2,2
92,91,99,79,92,2,1
95,89,97,98,76,1,1
96,90,99,45,58,1,2
96,95,97,51,85,1,2
95,99,96,87,79,1,1
91,95,90,43,60,2,2
89,91,93,76,87,2,2
89,99,98,51,54,2,2
94,99,93,61,82,2,2
92,90,95,85,97,2,1
94,90,96,76,45,1,2
98,98,93,54,80,1,2
98,90,91,45,58,1,2
96,98,93,49,62,1,2
94,99,89,64,58,1,2
97,92,91,81,45,1,2
88,91,98,71,69,1,2
92,99,90,78,62,1,2
94,93,90,56,45,1,2
90,94,94,70,97,2,2
95,92,91,66,80,2,2
95,96,96,80,86,2,1
94,91,93,69,75,1,2
88,96,97,58,65,2,2
96,93,90,52,77,1,2
95,95,90,59,88,1,2
93,85,94,42,49,2,3
91,93,95,73,68,1,2
96,94,91,96,41,2,2
97,96,87,52,60,1,2
99,96,93,57,71,2,2
90,98,99,53,54,2,2
96,96,91,90,36,2,2
90,95,99,47,51,1,2
97,95,93,65,66,1,2
89,97,95,80,44,2,2
87,86,94,98,53,1,2
91,90,95,96,58,1,2
90,89,92,87,40,2,2
95,95,94,82,70,1,2
88,99,91,76,52,2,2
97,96,99,66,93,2,1
88,92,96,93,82,1,1
86,85,92,92,79,2,2
98,98,98,92,98,2,1
93,92,94,78,40,1,2
95,93,98,97,72,1,1
88,90,97,57,52,1,2
95,93,99,52,65,1,2
92,90,91,82,56,1,2
98,90,89,90,44,1,2
99,98,95,65,96,1,1
89,97,97,68,94,1,2
97,91,99,88,62,2,2
95,94,93,71,98,1,1
93,98,98,55,51,1,2
90,92,90,87,58,1,2
87,95,95,59,43,2,2
98,94,91,42,46,2,3
91,94,96,63,93,1,2
96,86,97,45,59,2,2
91,95,99,55,83,2,2
91,96,96,56,77,2,2
89,90,90,75,34,2,2
90,96,98,54,68,2,2
95,90,98,84,82,1,2
95,99,91,44,92,2,2
90,97,93,92,55,2,2
99,94,98,52,91,2,2
97,97,99,81,81,1,1
97,97,94,58,48,1,2
99,96,87,67,43,2,2
92,94,97,77,92,2,1
96,90,98,86,60,1,2
95,90,90,68,63,2,2
94,98,96,63,43,1,2
95,97,91,86,66,1,2
88,92,99,56,57,2,2
95,98,91,47,79,1,2
93,99,99,40,43,1,3
91,95,99,86,95,1,1
95,99,90,67,82,2,2
99,86,93,94,95,1,1
96,98,94,42,50,2,2
93,97,95,57,90,2,2
95,92,94,96,49,2,2
93,99,90,58,86,1,2
91,90,94,69,98,2,2
90,99,98,45,73,2,2
90,97,98,97,50,1,2
90,90,98,40,52,1,3
93,95,98,50,86,2,2
85,99,88,88,46,1,2
92,98,96,42,55,1,2
91,97,94,87,59,2,2
90,92,95,97,76,2,1
94,90,98,67,85,1,2
94,99,98,90,75,1,1
93,90,95,60,45,2,2
96,96,93,62,93,2,2
94,98,96,64,48,2,2
92,96,91,93,68,1,2
94,99,91,86,40,2,2
91,88,94,38,50,1,3
90,92,99,69,76,2,2
93,94,91,92,66,1,2
99,99,89,75,54,2,2
94,93,92,73,40,1,2
99,97,92,78,63,1,2
88,92,94,86,44,1,2
90,96,95,70,44,2,2
94,95,92,94,60,2,2
95,94,92,84,62,2,2
96,93,97,59,88,2,2
90,97,98,73,60,1,2
92,96,91,49,92,2,2
86,86,99,54,84,1,2
93,93,98,81,98,2,1
90,93,99,97,54,2,2
99,96,95,96,56,2,2
91,98,92,47,66,1,2
86,93,91,58,83,1,2
96,97,92,81,63,1,2
90,92,98,80,47,1,2
92,94,96,70,76,2,2
97,96,95,83,41,2,2
92,97,95,79,57,2,2
95,90,91,47,96,2,2
93,99,95,27,40,2,3
88,92,91,49,86,1,2
93,96,88,74,73,2,2
99,94,95,45,46,1,2
97,94,99,61,52,2,2
98,92,94,63,52,1,2
85,92,99,88,45,2,2
95,91,90,51,56,2,2
97,96,92,46,94,2,2
95,90,95,59,49,1,2
90,98,93,74,47,1,2
96,97,96,52,71,2,2
88,91,93,56,40,1,3
96,91,98,45,41,2,3
96,87,93,52,85,2,2
87,94,95,96,87,2,1
95,91,94,77,85,1,2
95,97,95,58,92,1,2
98,95,93,54,81,2,2
91,93,94,66,88,2,2
95,95,91,56,65,2,2
97,97,99,76,72,2,2
86,92,96,73,58,2,2
90,99,95,53,73,1,2
93,98,98,64,61,1,2
92,96,86,97,50,1,2
91,98,90,68,93,1,2
91,97,93,68,51,2,2
92,98,98,44,62,1,2
97,93,96,75,40,2,2
99,92,92,75,53,2,2
85,97,95,94,52,2,2
95,95,98,64,98,1,1
94,97,95,77,70,2,2
98,92,97,58,95,2,2
95,86,98,60,54,1,2
93,95,92,80,59,2,2
94,93,98,88,86,2,1
93,92,97,40,74,1,2
96,91,96,86,69,1,2
89,90,91,43,58,1,3
99,91,97,82,84,2,1
91,98,99,81,52,2,2
99,92,96,45,83,2,2
98,97,93,88,51,2,2
96,92,90,60,85,2,2
91,99,98,97,95,2,1
92,91,90,70,63,2,2
97,94,86,56,76,2,2
93,96,91,66,96,2,2
97,93,90,63,90,2,2
95,98,99,68,54,2,2
93,90,94,78,64,1,2
92,97,98,95,45,2,2
96,98,94,62,90,2,2
98,98,96,92,63,1,2
88,98,97,53,95,1,2
99,88,95,55,71,1,2
97,91,94,84,85,1,1
97,95,94,29,72,1,2
97,95,99,77,96,2,1
99,95,96,85,84,1,1
94,95,98,78,87,1,1
98,96,99,55,82,2,2
99,93,90,46,85,2,2
90,93,91,72,66,2,2
94,96,93,42,56,2,2
99,97,94,58,90,1,2
93,97,91,52,75,2,2
97,98,87,96,44,2,2
99,98,98,67,45,2,2
97,93,96,50,87,1,2
97,97,94,78,55,1,2
94,91,97,83,98,2,1
92,96,93,42,99,1,2
90,94,92,62,86,2,2
96,93,91,95,64,1,2
95,91,98,60,57,2,2
93,91,95,83,47,1,2
93,91,99,68,94,2,2
90,98,99,50,43,1,2
97,99,90,99,50,2,2
94,90,94,90,64,1,2
93,88,98,40,66,1,2
94,99,94,53,95,1,2
98,96,92,68,82,1,2
89,93,93,43,86,1,2
93,91,94,94,90,1,1
97,91,98,87,60,1,2
92,96,91,52,98,2,2
97,90,90,82,72,1,2
92,98,90,60,92,2,2
96,96,99,79,59,1,2
92,96,97,77,65,1,2
91,91,86,48,85,2,2
88,91,98,61,65,2,2
95,92,96,68,68,2,2
90,95,99,52,96,1,2
93,92,91,71,86,2,2
91,90,98,68,49,2,2
91,92,95,62,40,1,2
96,95,93,71,72,1,2
99,91,95,71,60,1,2
91,91,94,92,84,2,1
94,87,93,68,69,2,2
99,96,90,77,65,1,2
87,90,94,76,59,1,2
92,95,90,94,47,1,2
99,98,95,67,73,2,2
99,94,92,49,42,1,2
94,98,95,78,54,1,2
98,93,96,56,57,2,2
98,90,91,76,99,2,1
97,98,94,96,62,2,2
95,94,98,41,47,2,2
91,94,95,68,46,2,2
96,99,98,33,56,2,2
89,99,88,62,90,2,2
97,96,98,55,73,1,2
88,98,94,63,40,2,2
93,94,90,62,98,1,2
91,91,97,54,80,1,2
99,96,97,46,75,2,2
92,94,95,47,44,2,3
90,97,97,69,96,1,2
94,92,98,66,68,2,2
94,93,92,43,95,1,2
96,95,90,89,77,1,2
96,89,96,83,58,2,2
88,96,98,75,60,2,2
97,99,97,74,93,2,1
96,96,96,46,64,1,2
88,94,94,90,56,2,2
88,93,93,86,66,1,2
92,95,91,71,58,2,2
92,97,97,45,99,1,2
96,94,85,40,43,1,3
96,91,99,77,98,1,1
98,90,92,67,52,2,2
98,96,99,95,41,2,2
96,98,94,93,66,2,2
93,91,93,50,41,2,3
96,96,93,87,92,2,1
88,92,95,76,81,1,2
95,85,98,49,91,2,2
97,90,91,76,75,2,2
91,99,90,76,84,2,2
93,95,93,84,55,2,2
99,99,94,83,89,2,1
93,92,99,61,63,1,2
91,91,90,66,69,2,2
98,99,94,87,90,2,1
90,97,93,56,80,1,2
92,90,95,53,49,1,2
99,92,97,99,66,2,1
91,93,91,62,52,2,2
99,90,88,64,77,2,2
94,95,92,70,78,1,2
96,90,97,73,47,1,2
96,94,98,98,93,2,1
95,94,99,92,46,1,2
97,98,93,57,87,2,2
97,92,90,30,61,1,3
98,98,90,59,61,2,2
95,86,91,54,55,1,2
96,97,98,96,67,1,1
97,94,88,57,94,1,2
97,91,95,97,90,1,1
96,91,96,88,81,1,1
94,99,94,67,65,2,2
88,93,98,93,95,2,1
99,96,99,41,63,1,2
93,95,99,70,84,2,2
90,85,97,98,45,1,2
97,95,98,68,76,1,2
95,97,93,92,89,1,1
93,96,96,50,55,1,2
94,99,91,97,71,2,1
97,90,98,40,59,2,2
91,90,97,80,86,1,2
92,98,88,42,92,2,2
90,98,91,72,87,1,2
99,93,91,51,60,1,2
92,94,90,93,89,2,1
96,92,97,64,73,2,2
90,91,90,40,87,1,2
93,85,97,83,79,2,2
99,92,97,77,53,1,2
93,90,97,93,78,1,1
96,98,99,72,84,2,2
94,90,85,83,71,1,2
95,90,95,73,65,1,2
99,90,90,55,91,2,2
91,90,98,92,46,2,2
93,95,96,95,29,2,2
96,94,92,56,98,2,2
92,92,98,83,71,2,2
95,93,94,80,91,2,1
96,98,93,46,76,2,2
98,89,93,50,45,1,2
99,91,93,72,85,2,2
91,94,90,95,93,1,1
92,92,95,85,93,1,1
98,99,91,62,73,1,2
88,99,90,90,88,2,1
95,99,93,64,55,2,2
98,96,97,86,70,2,2
90,90,85,79,91,2,2
99,97,99,51,92,2,2
94,96,92,43,62,2,2
93,98,96,49,79,1,2
98,99,91,66,42,1,2
93,92,95,77,99,2,1
96,96,96,50,82,1,2
99,99,95,41,97,1,2
94,87,95,52,68,1,2
90,99,93,42,91,2,2
94,90,90,50,42,2,3
99,96,89,46,27,1,3
90,91,90,52,44,1,3
91,94,94,66,55,2,2
97,99,91,92,96,1,1
99,93,92,53,78,2,2
90,93,99,64,71,1,2
99,94,97,92,97,2,1
95,95,95,98,56,2,2
91,99,97,47,72,2,2
91,92,94,73,49,2,2
96,93,93,57,50,1,2
88,89,99,37,71,1,2
99,94,95,77,46,1,2
98,96,95,93,92,2,1
96,96,97,78,54,2,2
91,98,97,48,93,1,2
96,91,97,47,48,1,2
98,97,90,66,82,1,2
99,97,98,83,95,1,1
94,94,95,83,87,2,1
91,98,86,61,79,1,2
97,94,97,57,47,2,2
95,98,94,91,52,1,2
94,96,95,74,41,1,2
92,91,93,47,70,2,2
95,94,90,78,92,2,2
99,92,95,69,60,1,2
90,96,97,40,75,1,2
96,95,93,80,66,2,2
97,95,92,75,49,1,2
93,98,90,71,70,1,2
93,98,93,42,80,1,2
93,97,92,58,85,2,2
93,86,98,74,83,1,2
95,99,92,69,61,1,2
88,98,97,84,99,2,1
96,92,91,65,89,2,2
90,95,97,54,52,2,2
98,91,92,98,64,1,2
99,95,94,55,94,1,2
90,90,97,40,48,1,3
97,93,85,40,64,2,2
94,90,96,88,54,2,2
95,99,95,64,96,1,2
95,99,96,58,96,1,2
95,94,99,66,66,1,2
96,96,95,69,90,1,2
90,95,94,83,41,1,2
90,95,90,46,53,2,3
94,88,93,62,62,1,2
94,98,95,74,92,2,1
94,99,90,92,49,1,2
91,97,99,58,87,2,2
96,92,86,59,66,2,2
91,93,91,87,63,1,2
96,97,98,97,95,2,1
92,98,89,83,35,2,2
94,94,98,85,95,2,1
94,92,94,44,93,2,2
98,98,90,92,70,1,2
97,88,92,87,89,2,1
88,90,98,84,60,1,2
95,98,99,55,81,1,2
97,91,93,73,79,1,2
94,98,96,84,46,1,2
93,98,88,94,50,1,2
97,99,96,51,75,1,2
92,97,92,61,71,2,2
94,94,93,80,50,1,2
94,98,95,57,55,1,2
92,86,90,92,98,1,1
96,93,98,57,41,1,2
94,93,94,57,56,1,2
91,91,92,84,51,2,2
95,96,98,74,48,1,2
91,87,98,58,86,2,2
98,91,90,74,65,2,2
88,96,97,79,60,1,2
92,97,92,42,87,2,2
90,95,92,81,85,1,2
98,96,99,47,95,1,2
95,98,91,42,49,2,2
96,91,91,88,55,2,2
92,99,85,24,77,1,2
90,95,95,85,60,2,2
90,92,90,96,56,1,2
98,87,97,98,46,1,2
92,90,97,87,41,1,2
98,93,90,44,63,2,2
92,98,95,81,40,2,2
91,85,91,51,79,2,2
93,97,98,47,47,1,2
95,97,92,88,81,1,1
98,99,99,57,78,2,2
94,99,90,97,50,1,2
93,90,93,52,82,1,2
95,99,94,87,91,2,1
89,94,96,56,56,1,2
92,96,86,76,46,2,2
97,96,92,61,48,1,2
97,91,91,99,80,1,1
96,97,98,92,70,2,1
99,95,91,65,73,1,2
99,99,96,67,50,1,2
99,94,98,86,84,2,1
95,96,96,43,66,2,2
94,96,91,89,59,2,2
95,92,91,51,43,2,3
99,98,94,56,93,1,2
97,87,97,65,92,2,2
91,97,98,52,78,2,2
97,90,92,50,83,1,2
98,94,97,40,53,2,2
96,93,93,78,27,1,2
93,93,97,96,65,1,2
90,95,99,64,64,1,2
95,98,96,97,42,2,2
96,96,95,66,43,1,2
90,97,90,91,56,2,2
95,90,97,74,47,1,2
99,99,88,64,49,2,2
85,89,91,61,78,1,2
92,95,91,68,58,2,2
95,93,98,99,77,2,1
97,91,96,79,48,2,2
96,92,95,63,56,1,2
94,87,91,83,78,2,2
95,93,91,80,74,1,2
97,97,90,69,61,1,2
90,96,98,65,84,2,2
92,93,94,99,69,1,2
94,92,94,87,64,2,2
99,90,88,44,59,2,2
94,96,92,80,50,2,2
96,95,93,82,94,2,1
95,92,90,75,67,2,2
92,99,86,94,42,1,2
95,92,91,82,68,1,2
92,92,91,65,45,1,2
99,93,94,57,91,2,2
89,91,90,76,59,1,2
97,90,94,86,44,2,2
92,98,98,34,64,2,2
96,98,94,67,77,1,2
93,99,95,51,53,1,2
94,89,97,72,45,2,2
95,91,96,83,75,2,2
95,94,91,62,57,1,2
90,95,98,56,49,1,2
91,91,95,73,41,1,2
99,92,95,90,66,1,2
98,99,94,75,54,2,2
93,95,95,47,61,1,2
94,98,97,54,43,1,2
99,90,96,84,71,2,2
90,98,93,99,89,1,1
88,93,89,66,77,1,2
94,99,95,69,72,1,2
92,95,97,66,44,1,2
93,95,92,55,80,2,2
91,97,97,40,41,2,3
96,90,91,74,97,1,2
97,98,95,80,98,1,1
96,98,92,94,48,2,2
91,94,98,48,42,2,3
93,94,99,84,42,2,2
97,86,92,70,88,1,2
96,93,94,44,72,1,2
96,96,98,82,97,2,1
98,90,95,95,42,2,2
96,93,91,84,43,2,2
87,86,98,41,96,1,2
98,91,95,87,80,1,1
98,89,90,54,53,1,2
94,99,98,41,80,1,2
90,90,94,58,65,1,2
94,91,98,74,78,2,2
90,98,90,86,73,2,2
91,98,91,51,83,1,2
96,97,87,49,73,1,2
93,92,94,89,54,2,2
95,93,98,52,40,1,2
95,90,91,43,83,2,2
98,98,93,71,87,1,2
85,88,91,57,95,2,2
90,97,92,52,46,1,2
98,95,93,63,44,1,2
97,91,92,79,55,1,2
94,99,99,58,47,1,2
96,91,90,63,99,2,2
94,92,95,82,57,1,2
95,95,94,73,64,1,2
90,98,89,76,80,2,2
95,99,93,77,95,2,1
96,97,94,96,92,2,1
91,95,96,40,42,2,3
92,95,92,65,63,1,2
94,91,97,81,78,2,2
97,93,99,85,86,2,1
90,90,92,66,67,2,2
96,95,98,95,74,1,1
94,99,96,54,54,1,2
95,98,90,58,76,1,2
92,90,94,89,57,1,2
92,94,98,90,93,1,1
91,98,88,80,89,2,2
95,91,97,42,90,2,2
85,96,93,46,89,2,2
97,90,91,47,49,1,3
98,94,93,58,52,2,2
98,98,94,98,69,2,1
96,92,93,77,70,1,2
99,93,98,76,83,2,2
97,99,92,93,73,1,1
93,89,95,75,66,2,2
95,97,92,48,79,2,2
90,90,93,36,93,2,2
97,93,94,44,42,2,3
97,96,99,95,81,1,1
95,91,92,89,53,2,2
95,93,93,90,93,2,1
92,99,91,98,45,1,2
92,99,94,88,47,2,2
89,97,92,70,77,1,2
92,96,95,66,51,1,2
96,99,90,67,89,1,2
97,96,97,76,96,1,1
95,85,91,42,85,1,2
95,97,97,90,41,1,2
96,93,88,93,75,2,2
91,96,92,76,64,1,2
86,94,90,61,56,2,2
99,98,90,77,58,1,2
97,91,90,83,59,2,2
94,96,97,28,83,1,2
96,97,95,80,69,1,2
98,99,98,66,56,2,2
91,91,95,85,78,2,2
94,97,91,92,63,2,2
87,95,92,75,84,2,2
91,90,96,54,53,2,2
93,89,91,70,73,2,2
99,91,92,86,55,1,2
98,92,95,42,93,1,2
90,92,94,55,71,2,2
94,91,92,71,63,2,2
90,96,94,56,82,1,2
99,93,92,66,50,1,2
92,95,92,62,77,1,2
96,99,94,88,67,2,2
96,94,85,87,43,2,2
90,90,90,60,63,2,2
99,95,92,61,72,1,2
87,99,92,55,68,1,2
98,91,94,71,89,2,2
96,99,94,97,41,2,2
98,90,97,99,99,1,1
91,93,93,65,76,2,2
89,95,97,56,60,1,2
95,99,99,96,99,1,1
93,90,94,73,91,1,2
94,94,92,76,70,1,2
99,91,94,96,97,2,1
90,91,97,61,85,1,2
96,99,95,96,82,2,1
91,86,99,52,65,1,2
95,95,99,70,73,1,2
90,96,97,63,84,2,2
91,94,91,55,39,1,3
92,97,97,68,55,1,2
91,98,90,71,53,1,2
94,98,97,80,79,1,2
95,96,90,48,48,2,2
94,95,98,44,54,2,2
99,96,92,72,57,2,2
97,94,85,72,65,1,2
90,94,91,53,45,2,3
98,90,92,84,91,2,1
91,96,98,65,74,2,2
93,96,92,63,44,2,2
94,92,91,84,91,2,1
97,90,94,88,62,2,2
94,88,90,74,51,2,2
93,95,93,83,73,2,2
91,96,95,43,56,2,2
97,97,91,59,46,2,2
99,98,98,83,70,2,2
99,95,96,68,92,1,1
98,92,98,60,70,2,2
95,92,95,85,34,1,2
92,99,95,92,97,1,1
98,93,92,81,99,1,1
97,93,91,76,50,1,2
91,91,94,84,73,2,2
99,92,87,47,96,1,2
91,95,92,95,88,2,1
96,94,93,69,46,1,2
99,91,99,72,89,1,1
91,93,99,42,42,1,3
91,98,93,44,86,1,2
98,99,90,96,71,1,1
99,89,96,72,86,1,2
96,96,91,41,89,2,2
93,94,94,54,58,2,2
98,95,95,86,99,2,1
99,99,92,56,85,1,2
93,94,99,87,40,1,2
94,96,91,63,66,1,2
91,92,99,69,96,2,2
97,90,88,96,86,1,1
99,91,91,82,69,1,2
92,93,99,47,50,2,2
90,94,90,99,97,2,1
98,99,96,86,76,2,1
90,95,91,86,90,1,1
95,93,96,66,67,1,2
97,92,87,83,47,2,2
92,90,94,96,69,1,2
94,95,96,71,86,2,2
98,87,90,45,99,2,2
89,99,91,90,87,2,1
91,90,93,85,44,2,2
98,91,96,68,57,2,2
99,90,98,96,65,1,2
90,91,98,73,47,2,2
97,90,92,82,46,2,2
95,97,93,74,54,1,2
93,97,90,87,56,2,2
97,91,91,73,56,1,2
88,90,96,58,73,1,2
92,90,96,71,88,1,2
95,94,98,61,81,1,2
98,97,91,96,50,2,2
99,99,96,67,90,1,1
98,90,91,67,56,2,2
98,96,99,76,96,1,1
93,95,94,89,57,2,2
95,99,97,76,92,1,1
93,97,91,43,56,2,2
90,96,95,44,70,2,2
99,91,90,43,62,1,2
97,92,90,67,73,1,2
92,91,92,81,42,2,2
99,97,94,75,66,2,2
88,97,99,94,93,1,1
98,95,93,75,47,1,2
90,92,99,70,89,2,2
98,91,99,87,99,1,1
90,93,99,28,55,2,3
93,92,99,90,89,2,1
94,96,92,92,49,2,2
96,92,99,89,79,2,1
91,98,92,84,54,2,2
92,97,96,66,98,2,2
97,95,95,54,95,1,2
92,97,97,50,70,2,2
98,91,97,46,65,1,2
90,94,95,56,47,1,2
93,96,92,43,79,2,2
90,97,91,80,74,2,2
87,96,93,49,89,1,2
95,95,98,71,76,1,2
90,90,98,68,92,2,2
93,94,90,71,57,1,2
98,92,90,56,93,1,2
97,95,98,96,48,1,2
96,99,97,68,51,1,2
97,99,93,48,50,2,2
92,98,94,48,40,2,3
90,94,96,98,64,2,2
95,99,95,44,96,2,2
98,98,92,84,82,2,1
97,91,93,47,36,1,3
94,95,93,59,45,2,2
91,93,90,94,81,1,2
94,96,97,86,70,1,2
96,95,96,92,54,2,2
91,92,91,43,52,2,3
96,98,91,95,73,1,1
92,97,99,79,55,1,2
96,99,99,44,83,2,2
92,92,99,75,47,1,2
93,91,98,46,41,2,3
87,92,95,62,79,1,2
99,97,97,90,54,2,2
97,96,95,79,79,1,2
98,92,97,42,89,2,2
96,93,98,83,50,2,2
90,96,98,93,94,2,1
98,94,97,63,95,2,2
96,97,92,84,88,2,1
99,93,93,85,78,2,2
91,91,97,72,64,1,2
88,89,92,40,48,2,3
97,98,92,82,61,1,2
90,98,93,81,88,1,1
93,99,98,28,59,2,2
98,90,94,89,53,2,2
98,96,93,62,95,1,2
91,92,94,53,59,2,2
92,91,94,74,70,1,2
95,97,95,56,50,2,2
92,93,97,93,64,1,2
98,97,96,43,64,2,2
94,98,97,46,98,2,2
97,95,93,75,96,2,1
97,90,97,55,80,2,2
90,91,95,67,74,1,2
99,96,93,46,65,2,2
85,90,97,56,86,1,2
93,94,97,44,42,2,3
99,93,97,91,53,2,2
92,96,99,57,79,1,2
91,93,96,42,44,2,3
94,99,93,67,42,2,2
92,92,96,83,66,1,2
94,90,98,62,44,1,2
96,90,94,48,93,1,2
98,94,91,81,89,1,1
91,99,93,55,95,2,2
85,99,92,44,79,1,2
99,93,95,50,90,1,2
93,90,95,53,52,2,2
95,97,95,81,79,1,2
89,90,94,89,55,2,2
95,93,94,46,95,2,2
91,90,96,67,99,2,2
91,94,91,69,55,1,2
94,99,93,99,64,2,2
99,92,93,41,73,1,2
91,97,93,45,92,1,2
90,98,92,91,70,1,2
91,99,98,86,98,2,1
85,94,94,66,45,2,2
90,93,95,93,93,1,1
97,92,90,92,62,2,2
87,92,91,81,50,2,2
91,94,95,54,60,1,2
90,98,95,55,41,1,2
99,96,94,78,80,2,2
92,90,96,74,97,2,2
95,97,97,66,57,2,2
97,99,96,56,59,1,2
92,99,98,57,72,2,2
96,92,98,66,54,2,2
88,99,95,84,50,2,2
86,90,97,45,96,2,2
86,98,97,94,68,1,2
95,95,97,47,47,1,2
97,93,99,42,90,2,2
90,98,91,98,53,1,2
93,90,94,28,74,2,2
97,93,95,63,82,1,2
98,90,98,87,44,1,2
93,97,95,99,53,2,2
89,95,94,53,58,1,2
97,97,98,90,67,1,2
94,90,94,92,60,1,2
94,91,97,52,66,2,2
86,90,98,42,73,1,2
90,90,93,88,46,2,2
92,97,96,41,91,1,2
94,93,90,79,85,1,2
90,97,90,49,66,2,2
95,92,98,73,70,1,2
99,96,90,71,67,2,2
97,97,98,89,78,2,1
99,93,99,54,70,1,2
97,98,94,58,61,1,2
89,94,98,60,47,1,2
90,94,92,61,90,2,2
98,93,95,86,94,1,1
93,91,99,72,76,2,2
86,92,92,50,93,2,2
91,93,97,48,96,1,2
93,91,99,63,32,1,2
90,97,95,74,64,1,2
97,92,92,79,66,2,2
98,93,93,66,99,1,2
98,91,94,54,79,2,2
94,93,96,85,74,2,2
91,93,97,83,91,2,1
99,95,97,51,53,1,2
99,91,91,86,61,1,2
88,95,93,55,45,1,2
93,99,93,64,57,1,2
94,93,97,72,60,1,2
95,97,98,94,94,1,1
97,93,92,80,44,1,2
85,98,99,88,65,1,2
93,97,92,90,90,2,1
88,97,90,91,98,2,1
98,95,95,40,90,2,2
92,98,92,59,48,2,2
91,91,94,45,89,2,2
86,99,91,71,59,1,2
93,90,93,72,46,1,2
93,91,97,86,93,2,1
90,96,94,79,95,1,1
97,96,91,66,66,2,2
96,90,94,56,66,2,2
90,96,99,86,63,2,2
96,97,91,99,98,2,1
96,90,92,91,92,1,1
96,98,95,45,74,1,2
89,98,91,95,88,1,1
93,99,90,80,89,2,1
96,91,90,95,73,1,2
87,99,91,47,92,2,2
90,90,93,68,69,1,2
93,91,95,60,88,2,2
97,92,95,48,88,2,2
98,99,96,55,67,1,2
85,94,90,62,43,1,3
95,91,93,27,53,2,3
99,96,98,61,86,2,2
97,97,90,63,87,2,2
95,90,93,51,75,2,2
97,98,93,72,56,1,2
94,95,96,52,53,2,2
91,97,92,81,84,2,2
98,99,97,80,65,2,2
94,93,95,73,84,1,2
99,99,96,81,94,2,1
85,98,99,45,60,2,2
87,90,97,45,83,1,2
95,97,99,48,73,2,2
94,96,91,86,91,1,1
97,93,92,56,75,2,2
93,96,91,90,55,2,2
98,91,99,65,82,2,2
99,94,92,71,71,2,2
98,94,97,52,42,2,2
88,98,92,63,40,2,2
92,93,93,86,65,2,2
94,94,95,51,80,1,2
92,92,93,86,64,2,2
95,92,90,45,49,2,3
94,93,97,47,88,1,2
89,96,96,90,54,2,2
99,97,91,94,41,1,2
97,98,94,75,51,2,2
95,96,99,91,93,1,1
94,95,92,60,79,1,2
91,99,93,58,67,1,2
98,93,98,48,68,2,2
96,97,93,66,82,2,2
93,95,91,96,93,1,1
98,99,91,54,58,2,2
88,93,90,83,49,1,2
97,99,96,79,43,2,2
85,90,98,44,77,2,2
99,96,90,41,67,2,2
96,91,98,43,45,2,3
97,93,90,99,83,2,1
92,91,97,83,47,2,2
98,90,92,73,45,1,2
91,90,96,77,51,1,2
96,97,92,44,77,2,2
90,90,98,70,79,1,2
97,97,91,42,44,1,3
97,95,93,60,57,1,2
96,92,97,82,43,1,2
87,96,97,74,58,1,2
95,94,95,84,99,2,1
96,95,97,54,90,1,2
99,91,92,68,54,1,2
96,97,92,89,51,1,2
91,90,96,73,48,2,2
92,93,94,67,58,1,2
99,96,94,96,69,2,1
92,99,91,51,90,2,2
92,91,92,58,61,2,2
97,90,94,49,90,2,2
88,90,94,64,95,2,2
97,95,95,63,98,2,2
88,97,90,47,96,2,2
90,97,92,48,54,1,2
98,94,90,88,39,2,2
95,92,96,93,51,1,2
91,97,94,44,62,1,2
90,93,97,44,51,1,2
97,94,92,94,41,2,2
95,98,92,97,63,1,2
92,97,90,87,42,1,2
96,93,94,58,82,2,2
91,93,90,79,92,2,2
90,92,92,60,91,2,2
91,90,91,72,77,1,2
89,97,90,52,79,2,2
92,94,90,77,89,1,2
99,90,92,98,91,1,1
98,97,99,95,84,1,1
86,95,92,48,66,2,2
89,97,93,87,82,2,2
95,93,97,44,80,2,2
99,95,94,96,92,2,1
98,98,94,66,47,2,2
89,96,97,69,78,2,2
98,96,90,70,53,1,2
96,99,99,47,48,1,2
99,98,98,84,86,2,1
95,92,91,84,88,1,1
87,99,91,95,87,1,1
86,92,92,47,99,2,2
96,95,91,64,48,2,2
89,97,91,64,80,2,2
98,93,95,52,79,2,2
95,93,95,68,91,2,2
86,97,95,73,94,1,2
99,95,98,59,83,1,2
90,94,92,55,61,1,2
93,94,94,57,72,1,2
97,99,97,85,78,1,1
99,93,99,79,59,2,2
94,98,92,49,89,1,2
97,99,98,38,99,2,2
96,98,97,79,65,1,2
95,91,98,98,50,2,2
90,94,97,57,90,1,2
87,90,92,88,93,2,1
89,98,93,49,75,1,2
99,99,99,93,82,2,1
90,90,98,88,78,1,2
91,99,91,95,68,2,2
92,97,99,97,78,1,1
90,96,96,83,48,1,2
97,92,93,90,48,2,2
95,95,90,99,78,1,1
98,92,97,80,42,2,2
92,95,99,71,93,1,1
85,99,91,25,65,1,3
95,94,96,57,63,2,2
90,95,93,67,44,2,2
88,93,98,95,86,2,1
91,93,99,79,73,1,2
99,94,90,89,40,1,2
90,90,96,64,56,2,2
99,98,95,81,89,2,1
97,96,92,60,81,2,2
96,97,92,46,79,2,2
88,99,93,95,67,1,2
98,91,90,72,50,2,2
95,97,99,82,61,1,2
99,92,94,57,58,2,2
97,96,95,52,71,2,2
