School_Percentage,Aptitude_Test,Acadmic_Achievement,Programming1,Programming2,Data_Structure,Visual_Programming,School_type,Color
98,97,91,40,88,97,88,2,2
96,96,93,63,91,75,70,1,2
91,91,85,79,77,63,66,2,2
97,99,93,82,81,79,51,1,2
93,90,98,81,91,61,96,1,2
94,91,90,74,61,78,45,2,2
92,88,91,41,42,73,44,1,3
96,99,94,56,97,42,93,1,2
97,97,98,44,68,93,91,1,2
92,97,91,74,95,80,95,1,2
95,96,90,77,74,53,75,2,2
94,94,92,52,50,67,47,1,3
91,94,86,42,94,44,52,2,3
96,99,96,99,50,69,84,2,2
91,94,97,89,75,61,66,2,2
86,90,95,54,55,69,51,1,3
98,95,98,79,57,54,40,1,3
99,98,92,49,79,50,67,1,2
93,93,90,98,48,45,47,1,3
92,92,98,55,92,80,75,1,2
90,95,93,78,59,66,50,1,2
93,95,92,49,95,70,45,2,2
90,97,90,90,46,63,80,1,2
96,92,99,63,99,45,46,2,2
99,95,97,92,83,92,68,2,2
96,93,94,40,42,99,54,2,3
94,94,96,54,64,99,77,1,2
97,91,86,86,28,75,46,1,3
95,89,90,76,51,68,99,2,2
95,96,98,49,97,79,69,1,2
98,90,97,57,59,97,72,2,2
90,96,97,65,41,72,92,1,2
90,98,99,64,41,40,96,1,2
93,91,92,75,40,83,92,1,2
96,98,90,98,62,60,94,2,2
96,92,98,96,46,87,42,1,2
94,99,99,52,40,49,74,2,3
96,92,93,45,82,85,62,2,2
93,94,99,51,48,81,99,2,2
94,96,92,66,100,66,76,2,2
92,90,98,68,98,40,57,1,2
97,90,90,57,76,87,44,1,2
98,97,93,83,67,93,77,2,2
94,90,98,57,63,74,78,1,2
92,90,88,67,50,98,82,2,2
92,95,93,51,47,47,42,2,3
91,90,92,78,95,73,42,2,2
96,97,90,94,45,81,41,1,2
97,96,90,53,78,84,83,1,2
95,93,97,97,87,52,99,2,2
96,91,90,49,49,61,62,2,3
96,93,99,94,77,73,96,2,2
96,94,90,60,75,81,74,1,2
96,98,93,56,67,88,77,1,2
94,96,95,28,99,68,47,2,2
98,96,92,63,93,68,61,2,2
93,98,96,92,83,46,47,1,2
96,90,93,58,69,54,70,2,2
95,90,99,81,84,60,49,2,2
98,93,98,67,49,81,61,1,2
97,95,93,58,82,92,52,1,2
95,97,95,93,88,79,83,1,1
94,96,92,52,74,82,41,1,2
96,95,94,84,80,45,66,1,2
98,95,92,80,66,82,49,1,2
92,92,87,87,94,45,49,2,2
92,99,98,75,62,95,76,1,2
95,96,95,67,66,92,81,2,2
97,95,94,64,88,48,65,2,2
97,96,91,84,99,71,83,1,2
94,95,97,62,94,61,50,2,2
98,99,91,43,61,90,82,2,2
94,90,95,92,72,42,56,1,2
93,90,94,99,99,83,92,2,1
91,86,92,67,65,59,40,2,3
93,97,96,41,85,84,92,2,2
90,95,93,42,92,83,45,1,2
94,98,98,85,59,80,45,1,2
93,98,91,45,45,43,76,1,3
96,95,97,74,81,78,82,2,2
91,96,94,92,88,75,50,2,2
92,95,99,96,94,78,85,2,1
95,94,93,89,89,81,60,2,2
98,96,91,83,44,48,64,1,3
95,92,91,66,77,86,78,1,2
91,91,96,79,37,60,84,1,2
91,99,98,48,91,97,95,1,2
95,95,97,64,57,85,53,1,2
95,91,95,96,92,56,53,1,2
96,98,87,56,90,88,51,2,2
93,97,95,95,43,71,60,1,2
93,92,99,67,89,61,57,1,2
90,96,98,63,70,95,75,2,2
94,88,96,42,51,45,50,1,3
97,99,95,73,46,44,49,2,3
95,99,96,78,88,67,72,2,2
93,92,88,90,42,67,44,2,3
90,99,98,64,85,84,50,1,2
95,98,96,59,71,79,87,1,2
96,91,97,49,98,73,47,1,2
95,91,96,55,77,42,63,2,3
98,98,90,48,68,47,68,1,3
90,90,93,78,73,81,66,2,2
91,93,92,99,50,45,66,2,2
93,90,96,46,52,69,69,1,3
95,90,87,63,47,60,88,1,2
91,95,94,42,68,40,91,2,3
99,98,93,46,82,69,98,2,2
91,99,91,36,87,89,40,2,2
91,92,94,50,47,80,97,1,2
98,91,92,50,49,42,83,2,3
99,95,92,73,48,89,66,1,2
98,96,99,71,50,92,69,1,2
96,99,90,97,60,49,51,1,2
95,96,99,61,82,66,64,1,2
93,95,99,75,65,94,64,1,2
93,90,90,93,67,96,67,1,2
96,90,96,88,93,96,94,1,1
92,93,85,82,53,40,58,1,3
96,95,93,88,60,79,48,2,2
94,94,97,77,97,53,65,1,2
91,94,98,65,53,47,55,1,3
99,99,96,92,92,39,54,1,2
95,92,99,58,92,88,57,1,2
95,94,91,56,54,91,98,2,2
94,94,94,94,53,95,80,2,2
92,91,91,69,54,55,67,1,3
98,96,98,52,51,57,44,2,3
91,88,98,78,43,77,69,1,2
91,90,97,59,91,95,56,2,2
96,91,98,73,92,92,87,1,2
99,97,90,81,87,54,48,2,2
98,91,99,45,60,73,78,1,2
95,99,95,68,62,59,82,2,2
92,96,94,52,53,66,80,1,2
96,86,95,93,95,72,86,1,2
91,97,92,96,94,63,49,2,2
97,98,95,97,55,71,49,1,2
92,91,96,96,85,44,95,2,2
92,98,93,42,55,64,81,1,2
93,98,98,40,80,86,47,2,2
92,91,99,58,58,70,71,1,2
96,92,87,73,69,93,74,2,2
95,94,94,92,75,90,99,2,1
95,92,97,47,62,67,67,1,2
94,93,97,52,95,48,66,2,2
91,97,94,64,50,49,67,2,3
98,93,92,98,49,95,55,1,2
92,97,90,98,98,42,63,1,2
90,94,95,91,48,92,74,1,2
92,90,92,78,92,53,44,2,2
92,98,93,55,68,86,69,2,2
91,97,92,48,27,49,70,1,3
85,91,92,46,56,85,81,2,2
93,90,96,75,43,79,50,1,2
91,94,93,47,44,42,86,1,3
91,97,97,49,53,86,90,2,2
96,99,92,71,78,40,40,1,3
93,96,98,75,95,63,84,2,2
95,95,93,77,42,85,59,1,2
90,99,91,63,80,95,50,1,2
96,85,93,58,84,61,45,1,3
95,94,97,51,45,50,97,2,2
93,90,99,53,75,46,80,1,2
98,99,97,93,44,53,100,2,2
91,99,94,60,76,63,61,1,2
91,97,90,45,82,51,93,1,2
95,86,93,89,93,74,51,1,2
91,93,96,62,86,49,53,1,2
97,97,97,99,62,73,87,2,2
94,95,95,67,90,59,79,1,2
96,90,91,80,91,69,76,1,2
90,98,92,73,48,93,66,1,2
96,90,99,85,50,60,88,1,2
98,95,97,59,57,54,87,1,2
93,96,90,30,66,77,74,1,2
92,96,91,64,74,76,66,1,2
90,94,98,86,84,52,41,2,2
96,94,95,96,45,100,94,2,2
94,94,96,88,97,77,65,2,2
99,90,85,89,53,93,60,2,2
94,95,98,83,82,70,63,1,2
92,93,97,79,85,85,48,1,2
90,90,92,99,49,43,83,1,2
92,94,99,65,67,52,46,1,3
97,97,93,57,76,53,43,1,3
91,93,92,68,59,87,79,1,2
90,98,93,95,43,48,75,2,2
98,93,99,76,55,78,45,2,2
90,93,94,84,91,33,73,2,2
92,97,94,75,67,59,91,2,2
97,92,92,55,42,58,86,2,3
96,85,98,70,76,40,74,1,2
99,91,99,84,68,64,74,2,2
90,91,93,71,77,79,65,2,2
99,97,90,42,81,43,82,1,2
95,92,85,99,92,67,86,1,2
95,96,98,75,87,86,58,2,2
94,94,93,93,97,56,77,2,2
95,94,88,80,73,74,73,2,2
97,94,97,55,84,42,89,1,2
96,97,90,76,89,48,65,1,2
99,95,92,62,45,47,47,1,3
99,87,91,98,83,62,99,1,2
92,93,92,58,84,51,74,2,2
99,98,91,98,98,54,82,2,2
95,98,90,56,97,48,67,2,2
96,91,93,85,93,73,78,1,2
97,91,97,61,95,62,66,2,2
91,94,91,81,85,85,39,1,2
90,90,98,49,54,81,57,1,3
95,98,87,98,46,75,69,1,2
99,87,93,67,96,95,99,1,1
91,98,93,82,85,79,48,1,2
90,98,93,90,45,47,67,1,2
99,93,99,45,59,56,45,2,3
92,97,96,92,63,68,80,1,2
92,92,89,84,98,96,87,1,1
96,96,92,90,90,49,61,1,2
98,98,93,44,92,87,77,1,2
93,92,96,55,79,75,48,2,2
96,93,94,100,64,90,84,2,2
91,91,94,95,49,80,45,2,2
98,94,90,90,57,88,43,2,2
90,94,89,47,58,64,92,2,2
90,96,90,53,90,76,43,2,2
95,91,96,55,50,61,48,2,3
98,95,93,81,93,54,82,1,2
90,98,90,94,44,71,45,2,2
97,98,94,81,57,45,81,1,2
99,89,91,61,78,91,79,1,2
90,96,99,96,72,45,92,1,2
95,96,98,90,80,57,51,2,2
97,97,90,82,66,62,61,2,2
91,98,99,76,96,83,72,2,2
90,93,93,82,61,67,57,2,2
93,93,92,92,44,59,95,1,2
95,94,99,53,61,80,55,2,2
96,90,90,51,60,76,65,2,2
92,98,94,75,40,97,62,1,2
92,94,87,62,41,43,81,1,3
94,92,93,49,65,59,97,1,2
90,87,97,42,46,97,77,2,2
91,98,98,94,97,78,53,1,2
92,94,92,84,50,62,92,1,2
95,93,91,55,81,80,79,2,2
95,95,98,51,86,65,47,2,2
99,99,97,97,57,76,86,2,2
99,92,95,94,66,75,64,1,2
94,89,96,58,65,76,75,2,2
97,91,99,81,77,96,66,2,2
92,90,91,94,87,44,81,2,2
92,96,90,67,60,76,68,1,2
93,95,91,85,64,85,48,2,2
94,91,96,44,88,74,76,1,2
93,92,98,66,69,58,95,2,2
90,91,96,49,47,63,83,1,3
95,90,89,61,49,94,90,2,2
98,91,89,82,78,78,92,2,2
94,90,92,57,47,44,95,2,3
93,95,97,81,60,42,98,1,2
92,92,99,41,66,46,97,1,2
97,87,94,66,47,56,75,1,3
95,94,93,85,42,59,54,2,3
99,95,99,60,71,80,57,2,2
99,97,96,40,46,93,89,1,2
98,99,90,79,49,84,81,2,2
93,98,94,82,98,88,48,1,2
95,98,98,71,82,98,91,2,1
90,94,99,90,71,65,69,2,2
90,99,94,89,81,83,84,1,2
95,94,94,72,44,70,69,1,2
95,96,86,82,63,42,55,2,3
93,92,94,40,65,88,82,1,2
90,98,97,58,99,53,86,2,2
92,95,95,45,55,57,55,1,3
96,95,91,74,97,74,66,2,2
95,93,93,91,53,74,62,1,2
90,88,98,31,96,66,51,2,3
97,90,92,73,87,50,97,1,2
90,99,99,69,99,65,66,1,2
99,95,95,74,72,45,57,1,2
94,91,97,97,62,77,68,2,2
99,90,89,65,64,89,46,2,2
95,95,92,99,56,46,58,1,2
97,99,98,87,43,90,41,1,2
99,89,98,59,67,64,94,1,2
95,92,91,59,64,44,59,1,3
98,97,93,78,65,53,54,2,2
95,91,99,42,87,67,56,1,2
92,91,91,99,55,62,64,2,2
90,99,94,68,98,54,88,1,2
90,99,91,60,62,91,95,2,2
97,97,94,97,47,73,79,2,2
98,99,95,41,88,86,70,2,2
99,96,92,80,84,62,68,2,2
95,90,99,46,82,71,85,1,2
99,93,93,51,75,78,85,1,2
98,93,96,81,58,61,63,2,2
92,91,88,71,44,90,92,1,2
97,97,94,75,64,61,58,2,2
97,92,98,49,95,96,86,1,2
99,92,90,52,57,52,63,2,3
94,96,93,82,80,76,69,2,2
96,92,90,41,63,52,86,2,3
95,92,96,51,89,89,93,1,2
95,93,93,90,53,44,48,1,3
98,91,98,45,74,79,66,1,2
94,90,85,74,73,55,67,2,2
90,98,90,56,76,94,94,2,2
93,93,96,63,40,50,90,1,2
95,89,91,51,69,88,60,2,2
99,95,97,54,57,62,91,1,2
96,91,95,80,97,72,71,1,2
98,93,93,46,60,41,64,1,3
93,97,95,55,69,91,52,1,2
92,97,95,66,88,52,44,1,2
91,93,99,64,68,86,48,1,2
98,95,92,53,44,74,60,2,3
98,95,92,45,44,52,43,2,3
98,99,91,82,49,72,63,1,2
99,91,95,95,62,50,69,1,2
92,98,96,45,69,76,72,2,2
91,95,94,72,68,45,44,2,3
96,91,85,69,90,80,69,2,2
95,90,92,75,49,75,56,1,2
93,97,94,78,99,87,92,1,1
90,94,96,56,64,53,91,2,2
95,87,95,93,51,62,66,2,2
98,95,96,99,64,65,45,1,2
91,97,93,88,81,52,79,2,2
94,98,98,96,78,52,51,1,2
91,99,97,52,68,74,74,2,2
92,92,92,70,83,66,93,2,2
93,95,92,69,39,65,60,1,3
91,99,86,65,45,54,79,1,3
92,93,99,55,74,76,69,1,2
93,94,93,80,87,79,41,2,2
99,98,91,53,78,99,81,1,2
91,98,95,97,93,70,95,1,1
98,90,99,67,93,99,77,2,2
94,96,98,43,56,92,82,2,2
88,98,95,81,58,66,61,1,2
98,99,85,60,42,86,40,2,3
90,97,97,44,55,98,46,2,2
99,92,95,66,58,64,62,2,2
98,93,96,57,84,92,95,1,2
91,94,97,89,82,48,54,1,2
90,95,90,71,95,95,91,2,2
98,90,91,71,94,59,78,1,2
93,94,96,46,53,50,82,1,3
95,91,98,88,54,98,96,1,2
95,95,97,52,49,98,74,1,2
96,93,98,72,82,52,75,1,2
91,93,99,76,64,72,93,1,2
90,87,96,75,49,82,62,1,2
94,96,95,84,76,86,59,1,2
93,96,98,63,76,46,98,2,2
99,90,94,74,74,53,49,2,2
85,98,95,59,59,69,75,2,2
92,94,92,47,76,55,57,1,3
92,93,98,89,94,84,95,1,1
98,95,91,65,46,96,81,2,2
99,97,92,43,41,99,72,2,2
99,91,93,74,94,48,71,2,2
93,96,95,85,44,47,88,1,2
97,90,93,42,49,63,54,1,3
92,97,86,45,91,66,67,1,2
95,99,93,80,84,49,87,2,2
87,91,99,67,43,53,88,1,2
96,90,95,75,51,74,86,2,2
98,91,91,82,63,78,82,1,2
94,97,92,40,55,67,59,1,3
97,99,90,68,59,77,45,2,2
93,93,98,47,67,84,46,2,2
92,89,96,75,42,63,57,1,3
98,96,99,43,56,87,54,2,2
98,92,85,60,46,78,82,2,2
87,90,91,61,64,95,95,1,2
90,93,93,99,90,74,62,1,2
94,90,96,86,62,60,81,2,2
93,95,97,78,67,62,50,1,2
93,99,98,55,84,59,58,2,2
99,99,99,44,44,47,80,2,3
90,89,91,54,89,40,46,1,3
87,97,91,88,70,57,99,1,2
98,96,91,77,75,81,91,2,2
99,94,86,77,69,29,65,2,3
91,91,91,77,88,84,72,2,2
94,99,93,63,74,49,44,2,3
88,92,98,80,42,60,77,2,2
96,99,98,63,76,89,94,1,2
92,99,89,62,61,92,93,1,2
94,94,99,63,89,70,65,2,2
94,95,94,68,75,69,71,2,2
99,89,91,76,94,43,61,2,2
98,90,91,91,50,64,89,2,2
90,93,94,78,43,63,71,2,2
95,98,99,58,92,43,92,2,2
96,92,94,66,74,69,46,1,2
98,95,87,49,44,56,63,2,3
99,97,94,64,52,98,68,2,2
85,99,91,51,78,49,99,2,2
90,91,93,52,51,81,99,2,2
93,92,96,47,47,66,69,2,3
98,86,92,56,44,74,42,2,3
97,99,98,59,80,99,72,2,2
91,91,85,90,41,94,55,2,2
90,91,94,40,86,71,55,1,2
98,90,99,97,99,98,46,1,2
99,87,98,82,61,87,95,1,2
94,91,96,99,52,75,40,2,2
95,96,94,56,52,48,97,1,2
86,92,97,87,63,96,61,2,2
94,98,99,61,86,47,86,2,2
93,98,97,78,39,42,84,2,2
99,94,97,64,81,43,51,1,2
95,95,87,45,99,60,96,1,2
94,97,90,81,98,97,55,1,2
97,89,92,97,80,64,56,1,2
92,96,94,46,86,60,87,2,2
95,92,97,46,95,65,70,1,2
91,90,89,63,60,55,83,2,2
96,91,90,40,82,50,63,2,3
88,97,97,69,52,67,58,2,2
97,98,96,44,92,96,75,1,2
90,97,91,62,74,49,46,1,3
92,87,90,93,65,99,45,2,2
98,94,88,47,69,60,87,1,2
90,98,98,64,48,71,57,2,2
85,96,93,80,77,51,60,1,2
98,89,97,90,52,72,92,1,2
90,94,95,68,56,71,89,1,2
87,91,98,86,49,75,41,2,2
96,88,95,70,77,80,87,2,2
90,96,98,88,47,94,66,2,2
97,98,86,76,51,99,43,1,2
87,98,90,53,58,78,97,1,2
91,88,95,86,40,65,93,1,2
85,93,93,90,44,45,52,1,3
99,96,91,47,56,62,88,1,2
99,96,89,60,98,72,65,1,2
86,94,97,86,79,58,75,1,2
99,99,96,59,74,67,87,2,2
97,87,90,93,65,43,47,2,3
97,99,99,62,78,65,74,1,2
96,99,89,67,92,85,82,2,2
92,99,94,42,52,78,81,2,2
94,90,98,68,76,62,90,1,2
93,85,90,61,76,53,72,2,2
98,96,90,76,79,47,65,1,2
93,95,93,58,89,52,49,1,2
95,97,97,40,78,72,69,2,2
90,99,86,42,62,44,99,2,3
89,92,90,56,64,71,91,1,2
99,90,95,86,42,35,90,1,2
92,94,95,60,83,89,60,1,2
93,89,96,64,95,41,88,2,2
93,92,93,91,87,96,62,2,2
99,95,85,55,81,99,80,1,2
91,98,98,54,74,46,55,2,3
97,91,90,49,72,40,53,2,3
99,89,98,57,62,95,85,2,2
93,91,91,70,43,87,78,2,2
92,97,88,79,76,49,53,1,2
89,98,98,52,45,91,77,1,2
91,90,94,59,48,98,84,2,2
94,98,96,67,62,99,68,1,2
92,94,99,90,52,90,77,2,2
95,94,92,88,86,43,81,2,2
97,97,90,95,93,98,91,1,1
90,94,100,72,75,79,45,2,2
94,90,98,93,56,76,76,2,2
97,90,98,73,84,50,93,1,2
95,98,95,65,59,48,79,1,2
94,90,90,81,43,73,55,2,2
92,96,93,82,52,45,60,2,3
96,97,90,75,71,96,73,2,2
96,94,96,73,62,77,65,1,2
97,97,96,65,58,95,53,2,2
91,99,96,27,89,46,53,2,3
94,91,98,55,45,61,49,1,3
88,92,98,60,48,82,85,2,2
99,94,96,49,44,76,87,1,2
99,94,95,54,64,68,58,1,2
96,88,93,62,44,53,60,2,3
92,96,96,59,54,81,77,2,2
95,90,95,96,54,47,90,2,2
92,95,93,47,93,47,55,1,3
98,99,94,42,69,89,41,1,2
99,98,93,97,73,43,44,2,2
100,94,93,71,82,91,51,1,2
90,90,91,59,71,96,40,2,2
95,97,92,98,96,45,86,2,2
93,99,86,94,58,77,43,2,2
91,97,93,70,83,70,50,2,2
98,97,91,89,79,54,68,2,2
99,93,93,69,59,72,66,2,2
93,94,96,73,72,49,40,2,3
90,95,90,49,96,92,55,1,2
92,98,94,45,94,66,43,2,2
92,93,96,69,66,71,82,1,2
90,92,89,81,72,92,89,1,2
97,98,96,58,97,46,75,2,2
96,92,94,81,78,97,98,1,1
97,91,88,93,78,52,69,1,2
95,86,91,40,91,63,79,2,2
97,91,86,68,50,96,79,2,2
96,100,97,58,86,71,56,1,2
90,96,90,50,96,81,55,1,2
94,92,96,89,94,69,55,1,2
95,90,86,81,80,62,50,1,2
91,95,89,68,92,75,72,1,2
95,88,92,61,82,74,56,2,2
90,90,98,55,90,87,70,1,2
92,97,92,52,56,74,85,1,2
88,89,99,97,41,49,94,2,2
98,90,93,89,64,56,82,2,2
96,99,85,93,74,55,52,2,2
87,85,95,75,56,57,98,1,2
85,90,90,46,63,44,67,1,3
99,86,87,73,50,72,95,1,2
94,86,99,60,78,63,94,2,2
91,88,99,71,60,76,93,2,2
85,93,95,48,57,42,42,2,3
98,87,92,47,41,69,40,2,3
96,91,88,56,43,88,70,2,2
98,92,91,86,71,89,76,1,2
95,89,89,88,94,94,62,1,2
96,92,97,42,82,98,92,2,2
94,93,95,47,90,85,40,2,2
94,86,85,50,55,98,50,2,3
99,92,92,76,93,45,51,2,2
92,96,95,48,98,84,50,1,2
94,91,93,86,67,60,53,2,2
87,85,92,98,66,86,71,2,2
96,96,86,68,57,92,79,2,2
92,93,95,44,76,30,63,1,3
91,88,95,90,93,59,75,1,2
96,91,92,68,52,62,72,1,2
93,92,100,88,44,79,49,2,2
92,94,86,62,58,63,51,1,3
96,93,92,68,71,47,97,1,2
93,96,90,72,53,91,84,1,2
92,97,92,82,41,68,96,2,2
95,100,96,40,43,65,53,1,3
94,95,94,98,48,94,80,1,2
90,99,92,47,57,51,96,2,2
90,90,99,42,89,71,67,1,2
90,99,98,60,74,70,53,2,2
98,95,93,65,54,74,81,2,2
90,94,94,55,99,44,81,1,2
99,91,98,71,79,70,47,2,2
97,94,98,67,42,42,72,2,3
94,92,91,54,98,45,70,2,2
93,98,94,73,98,46,46,1,2
99,91,94,76,67,49,51,1,2
96,91,97,73,87,53,91,1,2
99,92,91,72,80,89,76,1,2
99,92,91,64,65,58,51,1,3
97,94,90,41,47,46,76,1,3
99,96,98,47,93,47,88,1,2
95,91,93,53,98,42,47,2,3
100,96,91,69,54,41,95,2,2
95,96,90,54,95,61,55,1,2
94,92,95,81,79,86,80,1,2
97,99,90,99,55,81,64,2,2
91,94,97,73,73,56,59,2,2
95,94,90,99,65,58,41,2,2
98,96,98,62,73,40,63,2,2
93,95,97,56,70,60,96,2,2
91,99,97,47,96,41,59,2,2
99,98,94,68,57,40,77,1,2
95,93,98,83,71,85,78,2,2
91,90,95,71,58,76,70,2,2
94,94,98,46,54,64,56,2,3
99,99,92,65,49,69,74,2,2
96,85,91,39,95,82,57,1,2
97,92,93,60,76,71,94,2,2
91,87,96,95,51,71,43,2,2
96,98,93,60,83,63,77,2,2
92,92,98,71,67,52,52,2,3
92,95,95,44,96,68,47,1,2
99,93,95,59,68,92,60,2,2
92,98,93,43,95,59,75,2,2
94,92,90,82,82,76,59,2,2
99,91,96,96,94,91,77,2,1
99,96,91,62,68,71,44,1,2
94,91,97,66,71,95,96,1,2
90,88,90,76,85,69,86,2,2
91,96,90,54,46,46,96,1,3
94,93,93,97,82,65,86,2,2
94,90,90,97,57,99,63,2,2
96,92,95,75,85,86,97,2,2
93,94,98,73,93,71,70,1,2
98,98,89,67,69,77,94,2,2
98,95,90,57,54,86,44,2,3
93,94,97,96,28,83,47,1,2
99,99,92,83,71,77,45,1,2
96,90,96,62,67,86,98,1,2
99,90,98,50,76,86,79,1,2
91,95,97,98,48,70,48,1,2
98,98,97,82,88,65,76,2,2
99,93,95,73,70,74,77,1,2
90,90,99,90,58,63,62,2,2
95,92,99,60,89,75,85,2,2
96,92,85,68,64,45,77,1,2
91,91,96,40,78,57,87,2,2
94,99,97,40,89,81,69,2,2
94,99,90,56,40,49,71,2,3
99,95,90,79,75,56,57,2,2
97,95,92,78,82,75,77,2,2
91,92,96,87,97,37,77,2,2
97,93,93,41,73,68,89,1,2
95,90,99,91,92,49,59,2,2
98,87,93,51,58,45,91,1,3
96,95,99,76,48,48,45,2,3
90,97,91,88,43,94,64,1,2
99,95,97,56,48,98,98,1,2
95,92,93,67,70,58,51,1,2
97,90,93,81,85,41,41,2,2
92,98,94,77,72,58,72,2,2
97,90,98,49,54,66,70,2,3
91,90,90,91,60,44,61,2,2
96,96,90,98,71,55,41,1,2
90,95,87,80,61,68,66,2,2
99,98,92,45,44,53,43,1,3
96,95,94,94,87,81,88,2,1
92,87,92,56,89,88,45,1,2
94,93,91,43,54,84,84,1,2
96,94,91,60,85,86,40,1,2
97,98,90,66,47,78,73,2,2
98,86,92,42,76,85,43,1,3
94,98,89,94,96,54,67,2,2
94,98,90,91,48,52,58,2,2
96,97,98,54,77,84,87,2,2
98,98,96,99,66,81,75,1,2
91,95,95,56,52,62,41,2,3
91,85,95,56,93,88,63,2,2
95,98,97,71,87,59,74,1,2
99,96,99,42,67,79,44,1,2
99,94,90,78,55,59,46,2,3
90,86,96,76,45,45,76,2,3
93,92,86,79,68,88,78,1,2
94,96,99,49,56,93,79,1,2
96,96,94,63,66,40,49,1,3
92,93,95,54,45,63,83,1,2
90,94,92,81,82,91,69,1,2
94,90,96,66,55,49,78,2,2
95,99,93,91,53,55,76,2,2
94,99,94,67,42,80,79,1,2
96,95,95,35,55,98,94,1,2
93,96,95,50,46,76,42,1,3
97,93,85,86,63,69,96,2,2
93,98,92,82,46,51,92,2,2
94,87,99,51,41,86,93,1,2
92,92,90,92,67,61,64,1,2
96,92,98,58,58,95,76,2,2
93,98,93,81,45,49,43,1,3
91,92,86,92,92,93,84,1,1
91,93,92,78,47,44,72,1,3
98,98,96,72,66,86,99,2,2
98,94,94,78,46,55,62,1,2
96,92,95,95,67,96,98,2,1
93,98,90,90,94,61,79,2,2
94,95,97,43,83,82,83,1,2
93,99,91,61,56,53,97,1,2
98,93,96,96,62,47,99,1,2
97,97,95,78,44,59,69,2,2
90,85,98,52,43,89,41,1,3
98,95,98,91,76,74,89,1,2
92,96,91,45,77,41,44,1,3
94,98,85,49,63,71,59,2,3
92,98,97,69,73,78,70,1,2
95,94,96,50,60,86,78,1,2
95,98,96,82,49,50,76,1,2
90,90,92,63,73,51,73,1,2
97,96,93,96,48,56,96,1,2
93,97,94,69,56,67,40,1,3
93,90,99,75,44,67,72,2,2
91,98,96,74,51,79,96,1,2
96,94,95,53,45,70,54,2,3
91,97,90,54,85,71,79,2,2
94,99,90,79,73,49,41,2,2
93,99,95,41,72,48,99,2,2
96,96,98,75,57,64,45,2,2
99,90,94,68,70,78,91,1,2
98,95,98,76,68,45,66,2,2
90,90,97,61,44,59,47,1,3
99,93,95,87,74,58,98,1,2
93,98,97,79,59,80,66,2,2
92,93,99,69,46,79,61,1,2
98,99,95,88,47,71,77,1,2
98,90,98,81,47,76,42,2,2
92,86,99,64,71,45,50,2,3
94,99,92,93,87,41,94,2,2
97,91,92,59,50,75,78,1,2
96,96,88,80,66,87,91,1,2
96,97,92,75,81,50,88,1,2
99,96,94,93,83,60,25,2,2
85,99,98,61,73,52,50,1,3
90,96,90,79,53,65,75,2,2
94,97,95,92,63,81,76,2,2
97,95,95,63,51,55,64,1,3
92,90,99,59,80,48,63,2,2
99,98,97,81,87,52,75,2,2
97,97,93,47,45,90,59,1,2
98,97,85,63,84,74,82,2,2
96,95,97,67,80,54,94,1,2
96,86,93,73,72,61,91,1,2
91,97,90,73,97,72,68,2,2
99,87,94,71,70,93,96,1,2
91,99,90,49,99,73,83,2,2
97,99,94,85,71,78,81,2,2
98,92,89,67,62,50,43,1,3
94,99,97,40,80,57,66,2,2
98,89,92,67,96,52,91,2,2
95,97,90,57,45,97,65,2,2
96,93,95,55,71,48,50,1,3
85,98,90,63,68,42,47,1,3
91,95,92,73,91,57,60,2,2
94,97,94,82,45,70,70,2,2
96,89,96,61,75,71,77,2,2
92,93,86,45,69,56,93,1,2
98,97,90,98,81,67,51,1,2
96,90,90,44,57,66,46,1,3
93,89,98,50,93,81,71,1,2
97,99,96,44,88,85,84,2,2
87,98,93,61,96,70,73,1,2
91,94,86,57,44,83,98,1,2
93,86,90,81,81,68,41,2,2
94,99,92,67,49,66,41,1,3
94,99,94,72,58,81,81,1,2
95,96,93,77,87,96,48,2,2
96,89,94,99,94,79,86,1,1
86,90,89,54,80,59,92,1,2
97,98,91,66,63,43,77,2,2
92,86,97,99,77,97,99,2,1
93,93,92,66,55,71,90,1,2
96,94,89,54,50,78,76,1,2
95,95,98,86,46,64,75,2,2
88,98,92,50,92,76,57,1,2
98,94,92,89,81,63,96,1,2
96,96,92,46,63,73,93,1,2
96,94,94,42,78,48,66,1,3
92,93,98,97,62,44,47,2,2
98,91,90,68,92,53,78,1,2
96,98,95,72,57,49,94,1,2
99,93,98,53,95,79,82,1,2
92,88,96,45,75,64,96,2,2
97,92,94,58,62,49,99,1,2
99,95,93,62,93,65,57,2,2
98,96,100,60,45,56,45,2,3
97,97,99,56,54,47,94,1,2
91,92,91,91,48,46,67,1,2
92,92,91,78,98,41,73,2,2
94,90,97,70,78,79,71,2,2
99,98,97,51,53,73,48,2,3
95,97,97,89,56,81,99,2,2
92,97,92,74,86,95,90,2,2
94,94,91,71,59,48,78,1,2
99,94,91,68,81,88,48,1,2
85,91,95,61,81,57,92,2,2
93,96,98,96,42,94,77,1,2
90,95,98,40,76,45,50,1,3
91,92,98,68,85,56,51,2,2
98,93,95,64,47,78,72,1,2
93,100,96,88,53,76,89,2,2
94,95,97,99,88,59,67,2,2
95,92,93,73,84,81,80,2,2
99,97,94,87,43,63,88,1,2
94,91,95,66,52,63,94,1,2
94,92,95,41,97,70,85,1,2
90,96,90,92,75,61,86,1,2
